Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Pallene,Saturn,,,2.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",3.297E+13,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),3.521E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,4.401E+02,JPR Derived,,,,
Polydeuces,Saturn,,,1.300E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",4.496E+12,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),1.775E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.154E+02,JPR Derived,,,,
Daphnis,Saturn,,,3.800E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",7.793E+13,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C. 2010. ``Sizes, shapes, and derived properties of the   saturnian satellites after the Cassini nominal mission'',Icarus208, 395-401.",3.400E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.365E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,5.132E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/saturniansatfact.html (Accessed 2-16-15),,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),3.602E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.224E-04,JPR Derived,4.654E+02,JPR Derived,,,,
Anthe,Saturn,,,9.000E+02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Cooper, N. J., Murray, C. D., Evans, M. W., Beurle, K., Jacobson, R. A.,   and Porco, C. C. 2008. ``Astrometry and dynamics of Anthe (S/2007 S4), a new   satellite of Saturn'',Icarus195, 765-777.",1.499E+12,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),1.235E-04,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.557E+01,JPR Derived,,,,
Aegaeon,Saturn,,,3.000E+02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Hedman, M. M., Cooper, N. J., Murray, C. D., Beurle, K., Evans, M. W.,   Tiscareno, M. S., and Burns, J. A. 2010. ``Aegaeon (Saturn LIII), a G-ring    object'',Icarus207, 433-447.",5.995E+10,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,5.000E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,,,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15),4.445E-05,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.668E+00,JPR Derived,,,,
Ymir,Saturn,,,9.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",4.946E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,21.90,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",4.075E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,8.435E+04,JPR Derived,,,,
Paaliaq,Saturn,,,1.100E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",8.243E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,21.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",4.546E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.150E+05,JPR Derived,,,,
Tarvos,Saturn,,,7.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.698E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.70,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",3.201E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,5.521E+04,JPR Derived,,,,
Ijiraq,Saturn,,,6.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",1.199E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.223E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,3.067E+04,JPR Derived,,,,
Suttungr,Saturn,,,3.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.098E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.90,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",1.143E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,9.202E+03,JPR Derived,,,,
Kiviuq,Saturn,,,8.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",3.297E+15,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,22.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",3.438E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,6.326E+04,JPR Derived,,,,
Mundilfari,Saturn,,,3.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.098E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",1.143E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,9.202E+03,JPR Derived,,,,
Albiorix,Saturn,,,1.600E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.098E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,20.50,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",5.470E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.013E+05,JPR Derived,,,,
Skathi,Saturn,,,4.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",3.147E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.60,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",1.313E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.208E+04,JPR Derived,,,,
Erriapus,Saturn,,,5.000E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",7.643E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.40,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.040E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.346E+04,JPR Derived,,,,
Siarnaq,Saturn,,,2.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",3.897E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,19.90,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Grav, T., Holman, M. J., Gladman, B. J., and Aksnes, K. 2003.    ``Photometric survey of the irregular satellites'',Icarus166, 33-45.",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",6.501E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,2.991E+05,JPR Derived,,,,
Thrymr,Saturn,,,3.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",2.098E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.90,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",6.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Nicholson, P. D. 2001. private communication",1.143E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,9.202E+03,JPR Derived,,,,
Narvi,Saturn,,,3.500E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",3.447E+14,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.300E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,,,,,,,,,23.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",4.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Sheppard, S. S. 2010.    http://www.dtm.ciw.edu/users/sheppard/satellites/satsatdata.html",1.878E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,,,1.512E+04,JPR Derived,,,,
Miranda,Uranus,,,2.358E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1988. ``Radii, shapes, and topography of   the satellites of Uranus from limb coordinates'',Icarus73, 427-441.",6.594E+19,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2007. ``The Gravity Field of the Uranian System and the    Orbits of the Uranian Satellites and Rings'',BAAS39,   453.",1.214E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.294E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),1.221E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),1.221E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),4.22,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,15.79,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",3.200E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Veverka, J., Brown, R. H., and Bell, J. F. 1991.   ``Uranus Satellites: Surface Properties'', In Uranus (J. T. Bergstralh,   E. D. Miner, and M. S. Matthews Eds.) pp. 528-560. Univ. of Arizona Press,   Tucson.",7.915E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,5.145E-05,,2.266E+07,JPR Derived,,,,
Ariel,Uranus,,,5.789E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1988. ``Radii, shapes, and topography of   the satellites of Uranus from limb coordinates'',Icarus73, 427-441.",1.295E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2007. ``The Gravity Field of the Uranian System and the    Orbits of the Uranian Satellites and Rings'',BAAS39,   453.",1.592E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.910E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),2.178E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),2.178E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.31,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,13.70,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",3.900E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Veverka, J., Brown, R. H., and Bell, J. F. 1991.   ``Uranus Satellites: Surface Properties'', In Uranus (J. T. Bergstralh,   E. D. Miner, and M. S. Matthews Eds.) pp. 528-560. Univ. of Arizona Press,   Tucson.",2.579E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.885E-05,,2.376E+08,JPR Derived,,,,
Umbriel,Uranus,,,5.847E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1988. ``Radii, shapes, and topography of   the satellites of Uranus from limb coordinates'',Icarus73, 427-441.",1.221E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2007. ``The Gravity Field of the Uranian System and the    Orbits of the Uranian Satellites and Rings'',BAAS39,   453.",1.459E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.663E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),3.581E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),3.581E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.36,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,14.47,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",2.100E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Veverka, J., Brown, R. H., and Bell, J. F. 1991.   ``Uranus Satellites: Surface Properties'', In Uranus (J. T. Bergstralh,   E. D. Miner, and M. S. Matthews Eds.) pp. 528-560. Univ. of Arizona Press,   Tucson.",2.384E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.755E-05,,2.034E+08,JPR Derived,,,,
Titania,Uranus,,,7.889E+05,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1988. ``Radii, shapes, and topography of   the satellites of Uranus from limb coordinates'',Icarus73, 427-441.",3.420E+21,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2007. ``The Gravity Field of the Uranian System and the    Orbits of the Uranian Satellites and Rings'',BAAS39,   453.",1.662E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.359E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),7.522E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),7.522E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.14,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/uraniansatfact.html (Accessed 2-17-15),,,13.49,V,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Karkoschka, E. 2001a. ``Comprehensive Phometry of the   Rings and 16 Satellites of Uranus with the Hubble Space Telescope'',Icarus151, 51-68.",2.700E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Veverka, J., Brown, R. H., and Bell, J. F. 1991.   ``Uranus Satellites: Surface Properties'', In Uranus (J. T. Bergstralh,   E. D. Miner, and M. S. Matthews Eds.) pp. 528-560. Univ. of Arizona Press,   Tucson.",3.667E-01,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,8.353E-06,,4.808E+08,JPR Derived,,,,
